Commit SHA,Java File,Old function signature,New function signature
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void fatal(Object message) {,"public void fatal(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void warn(Object message) {,"public void warn(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void debug(Object message) {,"public void debug(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
d50dab6ea975a1af1c343bd68f32d0af8e87f006,LogFactory.java,public void trace(Object message) {,"public void trace(Object message, Throwable exception) {"
0d0b879a2313b73bf85abfe45ff0a59897aa6a3e,CglibAopProxy.java,"private void doValidateClass(Class<?> proxySuperClass, ClassLoader proxyClassLoader) {","private void doValidateClass(Class<?> proxySuperClass, ClassLoader proxyClassLoader, Set<Class<?>> ifcs) {"
b897f96e0ff61ec8965ebd51bbad0d5b798e5e7f,RequestPredicates.java,private void mergeTemplateVariables(ServerRequest request) {,"private void mergeTemplateVariables(ServerRequest request, Map<String, String> variables) {"
1f28825f9da63a13aaf8940aadedcf81358dc506,BeanDefinitionParserDelegate.java,"public Object parsePropertySubElement(Element ele, BeanDefinition bd) {","public Object parsePropertySubElement(Element ele, BeanDefinition bd, @Nullable String defaultValueType) {"
f813712f5b413b354560cd7cc006352e9defa9a3,OrderUtils.java,public static Integer getOrder(Class<?> type) {,"public static Integer getOrder(Class<?> type, @Nullable Integer defaultOrder) {"
ff2af660cf3e57a873107dcb18e1811bbe0806cf,RegexPathElement.java,"private String quote(String s, int start, int end) {","private String quote(String s, int start, int end, StringBuilder encodedRegexBuilder) {"
cd643704adf1cb3787736452b3c7a96897ecde1c,ChannelSendOperator.java,public void subscribe(Subscriber<? super Void> s) {,"public void subscribe(Subscriber<? super Void> s, Context ctx) {"
cc74a2891a4d2a4c7bcec059f20c35aa80bcf668,MBeanExportConfiguration.java,private void setupDomain(AnnotationMBeanExporter exporter) {,"private void setupDomain(AnnotationMBeanExporter exporter, AnnotationAttributes enableMBeanExport) {"
cc74a2891a4d2a4c7bcec059f20c35aa80bcf668,MBeanExportConfiguration.java,private void setupServer(AnnotationMBeanExporter exporter) {,"private void setupServer(AnnotationMBeanExporter exporter, AnnotationAttributes enableMBeanExport) {"
cc74a2891a4d2a4c7bcec059f20c35aa80bcf668,MBeanExportConfiguration.java,private void setupRegistrationPolicy(AnnotationMBeanExporter exporter) {,"private void setupRegistrationPolicy(AnnotationMBeanExporter exporter, AnnotationAttributes enableMBeanExport) {"
cc74a2891a4d2a4c7bcec059f20c35aa80bcf668,WebContentGenerator.java,private Collection<String> getVaryRequestHeadersToAdd(HttpServletResponse response) {,"private Collection<String> getVaryRequestHeadersToAdd(HttpServletResponse response, String[] varyByRequestHeaders) {"
26448a0ebccb0559bd04b93191ef876ad1535ed5,PathPattern.java,"public void set(String key, String value) {","public void set(String key, String value, MultiValueMap<String,String> parameters) {"
c93792b8c9e5ecea45c739cf8bc3df40ec3e297a,DefaultPathContainer.java,static PathContainer createFromPath(String path) {,"static PathContainer createFromPath(String path, String separator) {"
301e2ea493e218b4d40125ccc0b9ff32797e50ff,CompositeStringExpression.java,public TypeDescriptor getValueTypeDescriptor(EvaluationContext context) {,"public TypeDescriptor getValueTypeDescriptor(EvaluationContext context, Object rootObject)"
301e2ea493e218b4d40125ccc0b9ff32797e50ff,LiteralExpression.java,public String getValue(EvaluationContext context) {,"public String getValue(EvaluationContext context, Object rootObject) throws EvaluationException {"
301e2ea493e218b4d40125ccc0b9ff32797e50ff,LiteralExpression.java,public TypeDescriptor getValueTypeDescriptor(EvaluationContext context) {,"public TypeDescriptor getValueTypeDescriptor(EvaluationContext context, Object rootObject) throws EvaluationException {"
4cbef27f90ded887af9ae9639550999aa81f3847,ExtractingResponseErrorHandler.java,public void handleError(ClientHttpResponse response) throws IOException {,"public void handleError(ClientHttpResponse response, HttpStatus statusCode) throws IOException {"
8e253a316d7f9f6d76fc343b96d747e1d056a0ae,Jackson2TokenizerTests.java,"private void testTokenize(List<String> source, List<String> expected) {","private void testTokenize(List<String> source, List<String> expected, boolean tokenizeArrayElements) {"
4a1cc9ced789a73e34b153f5eff76267bfdf1f87,AbstractBindingResult.java,public String[] resolveMessageCodes(String errorCode) {,"public String[] resolveMessageCodes(String errorCode, @Nullable String field) {"
c8b860c4b84fa64743ac28544151a37ab1c6b679,DefaultLifecycleProcessor.java,"private boolean matchesBeanType(Class<?> targetType, String beanName) {","private boolean matchesBeanType(Class<?> targetType, String beanName, BeanFactory beanFactory) {"
a0cc80063dfa15cd7898855e5c98c416aca5b258,TransactionalTestExecutionListenerTests.java,private void assertBeforeTestMethodWithTransactionalTestMethod(Class<? extends Invocable> clazz) throws Exception {,"private void assertBeforeTestMethodWithTransactionalTestMethod(Class<? extends Invocable> clazz, boolean invokedInTx)"
f8588e364a4846723ac4be6a914b13404ef412ea,AcceptHeaderLocaleResolver.java,private Locale findSupportedLocale(HttpServletRequest request) {,"private Locale findSupportedLocale(HttpServletRequest request, List<Locale> supportedLocales) {"
51c57d77d90981d266dc94054ebe27e3f77890a1,DataBindingPropertyAccessor.java,protected boolean isCandidateForProperty(Method method) {,"protected boolean isCandidateForProperty(Method method, Class<?> targetClass) {"
51c57d77d90981d266dc94054ebe27e3f77890a1,ReflectivePropertyAccessor.java,protected boolean isCandidateForProperty(Method method) {,"protected boolean isCandidateForProperty(Method method, Class<?> targetClass) {"
9244090ba04011902568aba4b854668312c025e1,ParameterAutowireUtils.java,static boolean isAutowirable(Parameter parameter) {,"static boolean isAutowirable(Parameter parameter, int parameterIndex) {"
0efa7a05ad71ee33d89800810932760a5e8d2271,ClassUtils.java,public static String getQualifiedMethodName(Method method) {,"public static String getQualifiedMethodName(Method method, @Nullable Class<?> clazz) {"
ffbc75ae47936c8668c55332e5b70142279f64ac,ReactorClientHttpConnector.java,"private ReactorClientHttpRequest adaptRequest(HttpMethod method, URI uri, HttpClientRequest request) {","private ReactorClientHttpRequest adaptRequest(HttpMethod method, URI uri, HttpClientRequest request, NettyOutbound out) {"
09d9450154be796349dabdc606ade57beae08724,CookieWebSessionIdResolver.java,"private void setSessionCookie(ServerWebExchange exchange, String id, Duration maxAge) {","private void setSessionCookie(ServerWebExchange exchange, String id, Duration maxAge, String sameSite) {"
83faee67d5b9e4c247d8cec3f151f030a7d00d3d,SourceHttpMessageConverter.java,private DOMSource readDOMSource(InputStream body) throws IOException {,"private DOMSource readDOMSource(InputStream body, HttpInputMessage inputMessage) throws IOException {"
83faee67d5b9e4c247d8cec3f151f030a7d00d3d,SourceHttpMessageConverter.java,private SAXSource readSAXSource(InputStream body) throws IOException {,"private SAXSource readSAXSource(InputStream body, HttpInputMessage inputMessage) throws IOException {"
83faee67d5b9e4c247d8cec3f151f030a7d00d3d,SourceHttpMessageConverter.java,private Source readStAXSource(InputStream body) {,"private Source readStAXSource(InputStream body, HttpInputMessage inputMessage) {"
5cdc26770e4a89835c03ac8912b048b1c32760cd,ExchangeFunctions.java,private void logResponse(ClientHttpResponse response) {,"private void logResponse(ClientHttpResponse response, String logPrefix) {"
a1d209726cda050db7c74f97fb6b6608e9299fe2,AnnotationVisitor.java,public AnnotationVisitor(final int api) {,"public AnnotationVisitor(final int api, final AnnotationVisitor annotationVisitor) {"
a1d209726cda050db7c74f97fb6b6608e9299fe2,ClassVisitor.java,public ClassVisitor(final int api) {,"public ClassVisitor(final int api, final ClassVisitor classVisitor) {"
a1d209726cda050db7c74f97fb6b6608e9299fe2,FieldVisitor.java,public FieldVisitor(final int api) {,"public FieldVisitor(final int api, final FieldVisitor fieldVisitor) {"
a1d209726cda050db7c74f97fb6b6608e9299fe2,MethodVisitor.java,public MethodVisitor(final int api) {,"public MethodVisitor(final int api, final MethodVisitor methodVisitor) {"
a1d209726cda050db7c74f97fb6b6608e9299fe2,ModuleVisitor.java,public ModuleVisitor(final int api) {,"public ModuleVisitor(final int api, final ModuleVisitor moduleVisitor) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
5fb4982026437e59e61318e7d9078f36e7bb8bee,HierarchicalUriComponents.java,public PathComponent expand(UriTemplateVariables uriVariables) {,"public PathComponent expand(UriTemplateVariables uriVariables, @Nullable UnaryOperator<String> encoder) {"
7c36549e3a6b93970bbcaa16d828beb505d76c15,InvocableHandlerMethodTests.java,"private Mono<HandlerResult> invoke(Object handler, Method method) {","private Mono<HandlerResult> invoke(Object handler, Method method, HandlerMethodArgumentResolver... resolvers) {"
